,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","SD","Total Accidents","PDO","Injury","Fatal"
10,120,"SJ","R006.360","Div. Hwy","Fwy","Sep Struct.","G",2,2,"RO","hwy","-","E","fri",12/1/1995,1745,926513385,"tailgating","cloudy","dark","dry","normal","no cont.","rear end",3,"pickup","E","on SR","unk",0,1," n/a  n/a ","V2 right lane "," n/a  n/a "," n/a  n/a "," tailgating  unk ","slowing, stopping"," no alcohol  unk ",1,,1,
10,120,"SJ","R006.360","Div. Hwy","Fwy","Sep Struct.","G",2,2,"RO","hwy","-","E","fri",12/1/1995,1745,926513385,"tailgating","cloudy","dark","dry","normal","no cont.","rear end",3,"pickup","E","on SR","unk",0,0,"V3 right lane ","V1 right lane ","V3 right lane "," n/a  n/a "," on/off ramp  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R006.360","Div. Hwy","Fwy","Sep Struct.","G",2,2,"RO","hwy","-","E","fri",12/1/1995,1745,926513385,"tailgating","cloudy","dark","dry","normal","no cont.","rear end",3,"car","E","on SR","unk",0,1,"V2 right lane ","V2 right lane "," n/a  n/a "," n/a  n/a "," on/off ramp  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R003.220","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","sun",12/17/1995,1915,926512227,"other viol.","cloudy","dark w/lights","dry","normal","no cont.","sideswipe",2,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R003.220","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","sun",12/17/1995,1915,926512227,"other viol.","cloudy","dark w/lights","dry","normal","no cont.","sideswipe",2,"car","E","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speeding  unk ","change lanes "," no alcohol  unk ",,,,
10,120,"SJ","R006.180","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",12/21/1995,1630,926513320,"other viol.","cloudy","day","dry","normal","no cont.","sideswipe",2,"car","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R006.180","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",12/21/1995,1630,926513320,"other viol.","cloudy","day","dry","normal","no cont.","sideswipe",2,"semi w/ 1 trailer","W","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," legal drinking  unk ",,,,
10,120,"SJ","R002.160","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",12/25/1995,932,926510313,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",1,1,,
10,120,"SJ","R002.160","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",12/25/1995,932,926510313,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","W","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.010","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","thu",12/28/1995,1610,926513122,"other viol.","cloudy","day","dry","normal","no cont.","rear end",2,"oth. veh","E","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.010","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","thu",12/28/1995,1610,926513122,"other viol.","cloudy","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,1,"V1 right lane "," ditch  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," unk  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","sat",1/6/1996,743,390301608,"speed","fog","day","wet","normal","cont. works","t-bone",2,"pickup","S","not on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","sat",1/6/1996,743,390301608,"speed","fog","day","wet","normal","cont. works","t-bone",2,"semi w/ 1 trailer","N","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," left turn "," no alcohol  unk ",,,,
10,120,"SJ","R005.054","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","thu",2/15/1996,1455,390300792,"no yield","cloudy","day","dry","normal","cont. works","t-bone",2,"car","E","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," left turn "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.054","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","thu",2/15/1996,1455,390300792,"no yield","cloudy","day","dry","normal","cont. works","t-bone",2,"pickup","S","not on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R001.020","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","tue",2/20/1996,1605,926513063,"imp. turn","cloudy","day","dry","normal","no cont.","hit obj.",1,"car","E","on SR","unk",0,1," dike or curb  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," oth. viol.  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.320","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","sat",3/2/1996,1553,926513152,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R005.320","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","sat",3/2/1996,1553,926513152,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R000.830","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","fri",3/22/1996,705,926510313,"other viol.","clear","day","dry","normal","no cont.","rear end",5,"pickup","W","on SR","unk",0,1,"V4 right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk ","change lanes "," no alcohol  unk ",1,,1,
10,120,"SJ","R000.830","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","fri",3/22/1996,705,926510313,"other viol.","clear","day","dry","normal","no cont.","rear end",5,"ped","W","n/a","unk",0,1," n/a  n/a ","V5 n/a "," n/a  n/a "," n/a  n/a "," none  unk ",5," unk  unk ",,,,
10,120,"SJ","R000.830","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","fri",3/22/1996,705,926510313,"other viol.","clear","day","dry","normal","no cont.","rear end",5,"ped","W","n/a","unk",0,1," n/a  n/a ","V5 n/a "," n/a  n/a "," n/a  n/a "," none  unk ",5," unk  unk ",,,,
10,120,"SJ","R000.830","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","fri",3/22/1996,705,926510313,"other viol.","clear","day","dry","normal","no cont.","rear end",5,"pickup","W","on SR","unk",0,0,"V1 right shoulder ","V5 right shoulder "," n/a  n/a "," n/a  n/a "," unk  unk ","parked"," unk  unk ",,,,
10,120,"SJ","R000.830","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","fri",3/22/1996,705,926510313,"other viol.","clear","day","dry","normal","no cont.","rear end",5,"pickup","W","on SR","unk",0,0," n/a  n/a ","V4 right shoulder ","V2 right shoulder ","V3 right shoulder "," unk  unk ","parked"," unk  unk ",,,,
10,120,"SJ","R000.650","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","sun",3/24/1996,1730,926513338,"sleep","clear","day","dry","normal","no cont.","hit obj.",1,"pickup","E","on SR","unk",0,1," over embankment  beyond shoulder driver's left "," rollover  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," ran off road "," no alcohol  driver fatigue ",1,,1,
10,120,"SJ","R000.500","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","mon",4/1/1996,535,926505450,"not driver","cloudy","dark w/lights","dry","normal","no cont.","hit obj.",2,"pickup","W","on SR","unk",0,1," n/a  n/a ","V3 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R000.500","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","mon",4/1/1996,535,926505450,"not driver","cloudy","dark w/lights","dry","normal","no cont.","hit obj.",2,"semi w/ 1 trailer","<","on SR","unk",0,0," other obj. on rd  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," unk  unk ",,,,
10,120,"SJ","R005.071","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"W","tue",4/16/1996,2015,390301383,"alcohol","clear","dark w/lights","dry","normal","cont. works","hit obj.",1,"car","S","not on SR","unk",0,1," light or signal pole  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," right turn "," dui  unk ",1,,1,
10,120,"SJ","R001.230","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","mon",4/22/1996,1320,926512315,"other viol.","clear","day","dry","normal","no cont.","other",2,"car","E","on SR","unk",0,0," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," uninvolved veh.  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.230","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","mon",4/22/1996,1320,926512315,"other viol.","clear","day","dry","normal","no cont.","other",2,"car","E","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," on/off ramp  unk ","change lanes "," unk  unk ",,,,
10,120,"SJ","R000.730","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","thu",4/25/1996,1710,926505841,"speed","clear","day","dry","normal","no cont.","roll-over",1,"pickup","E","on SR","unk",0,1," rollover  beyond shoulder driver's left "," over embankment  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R006.220","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",4/25/1996,1735,926512806,"speed","clear","day","dry","normal","no cont.","t-bone",2,"semi w/ 2 trailers","E","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R006.220","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",4/25/1996,1735,926512806,"speed","clear","day","dry","normal","no cont.","t-bone",2,"car","E","on SR","unk",0,2,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R006.300","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","tue",5/21/1996,1420,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",1,,1,
10,120,"SJ","R006.300","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","tue",5/21/1996,1420,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,0,"V1 right lane "," guardrail  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.054","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",2,"E","fri",5/24/1996,1325,926513338,"alcohol","clear","day","dry","normal","no cont.","roll-over",1,"car","E","on SR","unk",0,2," rollover  beyond shoulder driver's left "," over embankment  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," ran off road "," unk  drugs ",1,,1,
10,120,"SJ","R000.990","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","mon",5/27/1996,1510,926505450,"unk","clear","day","dry","normal","no cont.","sideswipe",2,"car","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","change lanes "," no alcohol  unk ",1,1,,
10,120,"SJ","R000.990","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","mon",5/27/1996,1510,926505450,"unk","clear","day","dry","normal","no cont.","sideswipe",2,"pickup","W","on SR","unk",0,0,"V1 right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","passing"," no alcohol  unk ",,,,
10,120,"SJ","R002.820","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","tue",5/28/1996,455,926513063,"not driver","clear","dusk/dawn","dry","normal","no cont.","hit obj.",1,"pickup","W","on SR","unk",0,1," ditch  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," defective veh.  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R006.310","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","wed",5/29/1996,1625,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,1,"V2 right shoulder "," side of bridge  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",1,,1,
10,120,"SJ","R006.310","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","wed",5/29/1996,1625,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"oth. veh","E","on SR","unk",0,0,"V1 right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.950","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","tue",6/4/1996,1750,926512806,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",1,,1,
10,120,"SJ","R005.950","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","tue",6/4/1996,1750,926512806,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,1,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R005.810","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","mon",6/10/1996,254,926511351,"alcohol","clear","dark w/lights","dry","normal","no cont.","sideswipe",2,"pickup","W","on SR","unk",1,0,"V2 right lane "," rollover  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," none  unk ","change lanes "," dui  unk ",1,,,1
10,120,"SJ","R005.810","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","mon",6/10/1996,254,926511351,"alcohol","clear","dark w/lights","dry","normal","no cont.","sideswipe",2,"semi w/ 1 trailer","W","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","mon",6/10/1996,340,926512578,"speed","clear","dark w/lights","dry","other","cont. works","rear end",2,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," left turn "," no alcohol  unk ",1,1,,
10,120,"SJ","R005.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","mon",6/10/1996,340,926512578,"speed","clear","dark w/lights","dry","other","cont. works","rear end",2,"car","E","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R002.250","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",6/13/1996,2355,926510076,"alcohol","clear","dark","dry","normal","no cont.","roll-over",1,"car w/trailer","W","on SR","unk",0,0," rollover  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk ","other"," dui  unk ",1,1,,
10,120,"SJ","R002.250","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",6/13/1996,2355,926510076,"alcohol","clear","dark","dry","normal","no cont.","roll-over",1,"lost tow","W","on SR","unk",0,0," n/a  n/a "," no obj. inv.  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," unk  unk "," ran off road "," unk  unk ",,,,
10,120,"SJ","R005.510","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","fri",6/14/1996,1810,926512806,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,1,"V2 right lane "," rollover  left lane "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.510","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","fri",6/14/1996,1810,926512806,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,2,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R002.760","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",7/4/1996,1405,926510313,"not driver","clear","day","dry","normal","no cont.","t-bone",3,"car","E","on SR","unk",0,1,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R002.760","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",7/4/1996,1405,926510313,"not driver","clear","day","dry","normal","no cont.","t-bone",3,"car","E","on SR","unk",0,0,"V1 right lane ","V3 beyond median or stripe left "," n/a  n/a "," n/a  n/a "," none  unk ","change lanes "," no alcohol  unk ",,,,
10,120,"SJ","R002.760","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",7/4/1996,1405,926510313,"not driver","clear","day","dry","normal","no cont.","t-bone",3,"car","W","on SR","unk",0,2," n/a  n/a ","V2 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R001.430","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",7/4/1996,1620,926510313,"other viol.","clear","day","dry","normal","no cont.","roll-over",1,"pickup w/ trailer","E","on SR","unk",0,4," rollover  right lane "," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R004.530","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","wed",7/10/1996,55,926511351,"imp. turn","clear","dark","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,1,"V2 right shoulder "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R004.530","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","wed",7/10/1996,55,926511351,"imp. turn","clear","dark","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V1 right shoulder "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk ","parked"," unk  unk ",,,,
10,120,"SJ","R004.087","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",4,"E","mon",7/22/1996,510,926512666,"other viol.","clear","dark w/lights","dry","normal","cont. works","hit obj.",1,"car","E","on SR","unk",0,1," light or signal pole  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," straight "," legal drinking  unk ",1,,1,
10,120,"SJ","R001.188","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","ramp",2,"E","wed",7/24/1996,920,926513325,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"pickup","E","on SR","unk",0,1," over embankment  beyond shoulder driver's left "," rollover  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R003.577","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",1,"W","thu",8/1/1996,512,926512483,"sleep","clear","day","dry","normal","cont. works","rear end",2,"car","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  driver fatigue ",1,1,,
10,120,"SJ","R003.577","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",1,"W","thu",8/1/1996,512,926512483,"sleep","clear","day","dry","normal","cont. works","rear end",2,"semi w/ 1 trailer","W","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R004.910","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","fri",8/2/1996,1050,926508193,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"semi w/ 1 trailer","E","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk ","change lanes "," no alcohol  unk ",1,1,,
10,120,"SJ","R004.910","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","fri",8/2/1996,1050,926508193,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"car","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.810","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","fri",8/9/1996,1655,926513205,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R005.810","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","fri",8/9/1996,1655,926513205,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R005.567","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","ramp",1,"W","tue",8/13/1996,1559,390300905,"speed","clear","day","dry","normal","cont. works","rear end",2,"car","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," unk  unk ",1,,1,
10,120,"SJ","R005.567","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","ramp",1,"W","tue",8/13/1996,1559,390300905,"speed","clear","day","dry","normal","cont. works","rear end",2,"car","W","on SR","unk",0,1,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R002.920","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","thu",8/15/1996,658,926513647,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"car","W","on SR","unk",0,0," dike or curb  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R000.760","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","mon",8/19/1996,2200,926508175,"imp. turn","clear","dark","dry","normal","no cont.","t-bone",2,"car","W","on SR","unk",0,4,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk ","other unsafe turn"," no alcohol  unk ",1,,1,
10,120,"SJ","R000.760","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","mon",8/19/1996,2200,926508175,"imp. turn","clear","dark","dry","normal","no cont.","t-bone",2,"car","W","on SR","unk",0,2,"V1 left lane "," dike or curb  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R006.110","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","wed",8/21/1996,1740,926511044,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk ","slowing, stopping"," no alcohol  unk ",1,1,,
10,120,"SJ","R006.110","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","wed",8/21/1996,1740,926511044,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,2,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.890","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","wed",8/28/1996,1700,926513582,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,2,"V2 right shoulder "," dike or curb  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," none  unk "," stopped "," no alcohol  unk ",1,,1,
10,120,"SJ","R005.890","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","wed",8/28/1996,1700,926513582,"speed","clear","day","dry","normal","no cont.","rear end",2,"semi w/ 1 trailer","E","on SR","unk",0,0,"V1 right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R006.470","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","fri",8/30/1996,740,926508193,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"car","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk ","change lanes "," unk  unk ",1,1,,
