,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","SD","Total Accidents","PDO","Injury","Fatal"
10,120,"SJ","R002.150","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","sat",7/24/1993,1045,926508193,"speed","clear","day","dry","holes, ruts","no cont.","rear end",3,"car","W","n/a","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R002.150","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","sat",7/24/1993,1045,926508193,"speed","clear","day","dry","holes, ruts","no cont.","rear end",3,"pickup","W","n/a","unk",0,0,"V1 right lane ","V3 right lane "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R002.150","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","sat",7/24/1993,1045,926508193,"speed","clear","day","dry","holes, ruts","no cont.","rear end",3,"car","W","n/a","unk",0,5," n/a  n/a ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R005.023","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",2,"W","wed",7/28/1993,40,926509361,"alcohol","clear","dark","dry","normal","no cont.","hit obj.",1,"pickup","W","n/a","unk",0,1," dike or curb  beyond shoulder driver's left "," guardrail  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," ran off road "," dui  unk ",1,,1,
10,120,"SJ","R001.180","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","sat",7/31/1993,1050,926508175,"speed","clear","day","dry","normal","no cont.","roll-over",1,"pickup","E","n/a","unk",0,0," rollover  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unfamiliar w/ rd  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","T006.650","Div. Hwy","Fwy","Unpaved Med.","E",1,1,"RO","hwy","-","W","sun",8/8/1993,2110,926504818,"speed","clear","dark","dry","normal","no cont.","rear end",2,"car","W","n/a","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk ","slowing, stopping"," no alcohol  unk ",1,1,,
10,120,"SJ","T006.650","Div. Hwy","Fwy","Unpaved Med.","E",1,1,"RO","hwy","-","W","sun",8/8/1993,2110,926504818,"speed","clear","dark","dry","normal","no cont.","rear end",2,"car","W","n/a","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R001.189","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","ramp",3,"W","sun",8/15/1993,2155,926511351,"alcohol","clear","dark w/lights","dry","normal","no cont.","hit obj.",1,"pickup","W","n/a","unk",0,0," cut slope or embankment beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," ran off road "," dui  unk ",1,1,,
10,120,"SJ","R000.990","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","fri",8/27/1993,1245,926510351,"other viol.","clear","day","dry","normal","cont. works","hit obj.",2,"pickup","E","n/a","unk",0,0," median barrier  beyond shoulder driver's left ","V2 right lane "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R000.990","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","fri",8/27/1993,1245,926510351,"other viol.","clear","day","dry","normal","cont. works","hit obj.",2,"semi w/ 1 trailer","E","n/a","unk",0,0," n/a  n/a ","V1 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R001.188","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","ramp",4,"E","fri",8/27/1993,1315,926510006,"other viol.","clear","day","dry","normal","cont. works","t-bone",2,"car","E","n/a","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," left turn "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.188","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","ramp",4,"E","fri",8/27/1993,1315,926510006,"other viol.","clear","day","dry","normal","cont. works","t-bone",2,"semi w/ 1 trailer","S","n/a","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R006.520","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","wed",9/15/1993,630,926509665,"imp. turn","clear","dusk/dawn","dry","normal","cont. works","sideswipe",2,"car","W","n/a","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk ","merging"," no alcohol  unk ",1,1,,
10,120,"SJ","R006.520","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","wed",9/15/1993,630,926509665,"imp. turn","clear","dusk/dawn","dry","normal","cont. works","sideswipe",2,"semi w/ 1 trailer","W","n/a","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R003.620","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","wed",9/15/1993,1630,926507661,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","n/a","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk ","slowing, stopping"," no alcohol  unk ",1,1,,
10,120,"SJ","R003.620","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","wed",9/15/1993,1630,926507661,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","n/a","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R001.188","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","ramp",2,"E","thu",9/23/1993,1645,926511342,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"car","E","n/a","unk",0,0," dike or curb  beyond shoulder drivers right "," traffic sign, signpost  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R003.330","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","sat",9/25/1993,950,926509277,"other viol.","clear","day","dry","normal","no cont.","hit obj.",1,"semi w/ 2 trailers","W","n/a","unk",0,0," median barrier  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.240","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","fri",10/1/1993,545,926508175,"imp. turn","clear","dark","dry","normal","no cont.","roll-over",1,"pickup w/ trailer","W","n/a","unk",0,0," rollover  right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," other  unk ","other"," no alcohol  unk ",1,1,,
10,120,"SJ","R001.430","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","fri",10/1/1993,1130,926508175,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"pickup","W","n/a","unk",0,1," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," unk  driver fatigue ",1,,1,
10,120,"SJ","R001.430","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","fri",10/1/1993,1130,926508175,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"spilled load","<","n/a","unk",0,0," n/a  n/a "," no obj. inv.  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," unk  unk ","other"," unk  unk ",,,,
10,120,"SJ","R005.540","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","W","mon",10/18/1993,240,926512806,"alcohol","clear","dark","dry","normal","no cont.","hit obj.",1,"car","W","n/a","unk",0,1," guardrail  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," ran off road "," dui  unk ",1,,1,
10,120,"SJ","R003.470","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","mon",10/18/1993,2150,926511416,"imp. turn","clear","dark","dry","normal","no cont.","sideswipe",2,"car","W","n/a","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk ","other"," no alcohol  unk ",1,,1,
10,120,"SJ","R003.470","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","mon",10/18/1993,2150,926511416,"imp. turn","clear","dark","dry","normal","no cont.","sideswipe",2,"pickup","W","n/a","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R001.188","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","ramp",2,"E","wed",10/20/1993,1600,926505841,"speed","clear","day","dry","normal","no cont.","hit obj.",1,"car","E","n/a","unk",0,0," dike or curb  beyond shoulder driver's left "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R002.920","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","fri",10/22/1993,1510,926505841,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"car","W","n/a","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R002.920","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","W","fri",10/22/1993,1510,926505841,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"car","E","n/a","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk ","change lanes "," no alcohol  unk ",,,,
10,120,"SJ","R003.830","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","sat",10/30/1993,655,926508193,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"car","E","n/a","unk",0,1," median barrier  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," no alcohol  driver fatigue ",1,,1,
10,120,"SJ","R003.031","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",3,"W","sun",10/31/1993,1410,926509910,"imp. turn","clear","day","dry","normal","cont. works","roll-over",1,"car","W","n/a","unk",0,1," rollover  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R001.120","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","wed",12/1/1993,700,926509277,"other viol.","clear","day","dry","normal","no cont.","hit obj.",2,"car","W","on SR","unk",0,2," dike or curb  beyond shoulder driver's left "," rollover  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R001.120","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","wed",12/1/1993,700,926509277,"other viol.","clear","day","dry","normal","no cont.","hit obj.",2,"car","W","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","change lanes "," unk  unk ",,,,
10,120,"SJ","R005.220","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","sat",12/4/1993,120,926509693,"not driver","clear","dark","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","change lanes "," no alcohol  unk ",1,1,,
10,120,"SJ","R005.220","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","sat",12/4/1993,120,926509693,"not driver","clear","dark","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","change lanes "," no alcohol  unk ",,,,
10,120,"SJ","R002.600","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","sun",12/5/1993,1155,926508905,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"car","W","on SR","unk",0,0," guardrail  beyond shoulder drivers right "," median barrier  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R000.990","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","tue",12/7/1993,1225,926508175,"imp. turn","cloudy","day","dry","normal","no cont.","hit obj.",1,"car","E","on SR","unk",0,1," dike or curb  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," inattention  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R006.410","Div. Hwy","Fwy","Sep Struct.","G",2,2,"RO","hwy","-","E","tue",12/14/1993,1450,926512806,"speed","cloudy","day","wet","normal","no cont.","hit obj.",1,"pickup","E","on SR","unk",0,0," median barrier  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","mon",12/27/1993,1445,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","mon",12/27/1993,1445,926505841,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R005.320","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","W","thu",1/13/1994,1145,926509693,"speed","clear","day","dry","normal","no cont.","hit obj.",1,"car","W","on SR","unk",0,0," median barrier  beyond shoulder driver's left "," other obj off rd  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R003.576","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",2,"E","fri",2/4/1994,1515,926507661,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"car","E","on SR","unk",0,1," median barrier  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," no alcohol  unk ",1,,1,
10,120,"SJ","R000.900","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","wed",2/9/1994,2120,926508470,"alcohol","clear","dark w/lights","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,1,"V2 left lane "," over embankment  beyond shoulder driver's left "," rollover  beyond shoulder driver's left "," n/a  n/a "," dui  unk "," straight "," unk  drugs ",1,,1,
10,120,"SJ","R000.900","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","wed",2/9/1994,2120,926508470,"alcohol","clear","dark w/lights","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,1,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R003.606","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","ramp",2,"W","fri",2/11/1994,1520,926509717,"sleep","clear","day","dry","normal","no cont.","roll-over",1,"pickup","W","on SR","unk",0,0," rollover  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," unk  driver fatigue ",1,1,,
10,120,"SJ","R006.460","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",2/17/1994,2115,926511335,"other viol.","rain","dark","wet","normal","no cont.","other",1,"semi w/ 1 trailer","W","on SR","unk",0,0," no obj. inv.  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.550","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",3/10/1994,1,926509361,"alcohol","clear","dark","dry","normal","no cont.","roll-over",1,"car","W","n/a","unk",0,1," rollover  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," dui  drugs ",1,,1,
10,120,"SJ","R003.680","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","fri",3/25/1994,1730,926505741,"other viol.","clear","day","dry","normal","no cont.","hit obj.",1,"car","E","n/a","unk",0,0," median barrier  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R004.470","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UI","hwy","-","E","wed",3/30/1994,555,926508193,"imp. turn","clear","day","dry","normal","no cont.","hit obj.",1,"pickup","E","n/a","unk",0,1," fence  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," ran off road "," no alcohol  other phy. imp. ",1,,1,
10,120,"SJ","R006.440","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","wed",4/13/1994,640,926508193,"imp. turn","clear","day","dry","normal","no cont.","sideswipe",2,"car","W","on SR","unk",0,0,"V2 right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk ","passing"," no alcohol  unk ",1,1,,
10,120,"SJ","R006.440","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","wed",4/13/1994,640,926508193,"imp. turn","clear","day","dry","normal","no cont.","sideswipe",2,"semi w/ 2 trailers","W","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R004.110","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","mon",4/18/1994,1230,926509277,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"car","E","n/a","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R004.110","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","mon",4/18/1994,1230,926509277,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"pickup","E","n/a","unk",0,0,"V1 right shoulder "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","other"," no alcohol  unk ",,,,
10,120,"SJ","R004.810","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","fri",5/6/1994,1,926511335,"other viol.","clear","dark","dry","normal","no cont.","hit obj.",1,"pickup","E","n/a","unk",0,0," trees  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R006.450","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",5/16/1994,1515,926509277,"imp. turn","cloudy","day","dry","normal","cont. works","sideswipe",2,"car","W","n/a","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R006.450","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",5/16/1994,1515,926509277,"imp. turn","cloudy","day","dry","normal","cont. works","sideswipe",2,"semi w/ 1 trailer","W","n/a","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","merging"," no alcohol  unk ",,,,
10,120,"SJ","R006.520","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",5/30/1994,1420,926511351,"imp. turn","cloudy","day","dry","normal","no cont.","sideswipe",2,"semi w/ 1 trailer","W","n/a","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","merging"," no alcohol  unk ",1,1,,
10,120,"SJ","R006.520","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","mon",5/30/1994,1420,926511351,"imp. turn","cloudy","day","dry","normal","no cont.","sideswipe",2,"pickup w/ trailer","W","n/a","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","merging"," no alcohol  unk ",,,,
10,120,"SJ","R006.010","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","fri",6/10/1994,645,926508193,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"pickup","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk ","passing"," unk  unk ",1,1,,
10,120,"SJ","R006.010","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"UO","hwy","-","E","fri",6/10/1994,645,926508193,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"pickup","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R001.030","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","fri",6/10/1994,1845,926509277,"imp. turn","clear","day","dry","normal","no cont.","other",2,"car","E","on SR","unk",0,0," no obj. inv.  beyond shoulder driver's left ","V2 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R001.030","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","E","fri",6/10/1994,1845,926509277,"imp. turn","clear","day","dry","normal","no cont.","other",2,"car","E","on SR","unk",0,1," n/a  n/a ","V1 right lane "," dike or curb  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," none  unk "," straight "," no alcohol  unk ",,,,
10,120,"SJ","R002.570","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","mon",6/13/1994,1615,926505841,"speed","clear","day","dry","normal","no cont.","hit obj.",1,"semi w/ 1 trailer","E","n/a","unk",0,0," guardrail  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road "," no alcohol  unk ",1,1,,
10,120,"SJ","R002.270","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",6/23/1994,1735,926508092,"speed","clear","day","dry","normal","no cont.","rear end",4,"car","E","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R002.270","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",6/23/1994,1735,926508092,"speed","clear","day","dry","normal","no cont.","rear end",4,"pickup","E","on SR","unk",0,1,"V1 right lane ","V3 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R002.270","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",6/23/1994,1735,926508092,"speed","clear","day","dry","normal","no cont.","rear end",4,"pickup","E","on SR","unk",0,1," n/a  n/a ","V2 right lane ","V4 right lane "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R002.270","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","thu",6/23/1994,1735,926508092,"speed","clear","day","dry","normal","no cont.","rear end",4,"car","E","on SR","unk",0,1," n/a  n/a ","V3 right lane "," n/a  n/a "," n/a  n/a "," none  unk "," stopped "," no alcohol  unk ",,,,
10,120,"SJ","R001.950","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",6/23/1994,1800,926506355,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","W","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,1,,
10,120,"SJ","R001.950","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","W","thu",6/23/1994,1800,926506355,"speed","clear","day","dry","normal","no cont.","rear end",2,"car","W","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R001.550","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","fri",6/24/1994,1915,926505841,"alcohol","clear","day","dry","normal","no cont.","rear end",2,"car","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," dui  unk ",1,1,,
10,120,"SJ","R001.550","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","fri",6/24/1994,1915,926505841,"alcohol","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
10,120,"SJ","R000.600","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","thu",7/7/1994,1230,926509361,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"pickup","N","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk ","unk"," unk  unk ",1,1,,
10,120,"SJ","R000.600","Div. Hwy","Fwy","Sep. Grds","Z",2,2,"RO","hwy","-","W","thu",7/7/1994,1230,926509361,"other viol.","clear","day","dry","normal","no cont.","sideswipe",2,"pickup","N","on SR","unk",0,0,"V1 int. lanes "," over embankment  beyond shoulder driver's left "," n/a  n/a "," n/a  n/a "," unk  unk ","change lanes "," unk  unk ",,,,
10,120,"SJ","R001.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","fri",7/8/1994,1855,926512056,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup w/ trailer","E","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight "," no alcohol  unk ",1,,1,
10,120,"SJ","R001.710","Div. Hwy","Fwy","Unpaved Med.","Z",2,2,"RO","hwy","-","E","fri",7/8/1994,1855,926512056,"speed","clear","day","dry","normal","no cont.","rear end",2,"pickup","E","on SR","unk",0,2,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","slowing, stopping"," no alcohol  unk ",,,,
