,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","S D","Total Accidents","PDO","Injury","Fatal",,,,,,,,,,,
10,5,"SJ","R021.210","D","F","J","Z",3,3,"UO","H"," n/a ","N","sat",6/10/2000,1217,926509277," other viol. ","clear","day ","dry","normal","none","head-on",2,"car","N","on SR","unk",0,1,"V2 beyond median "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," cross into opp. ln. ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R021.210","D","F","J","Z",3,3,"UO","H"," n/a ","N","sat",6/10/2000,1217,926509277," other viol. ","clear","day ","dry","normal","none","head-on",2,"car","S","on SR","unk",0,2,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",6/12/2000,600,926612264," other viol. ","clear","day ","dry","constr.","none","sideswipe",3,"pickup","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",6/12/2000,600,926612264," other viol. ","clear","day ","dry","constr.","none","sideswipe",3,"semi w/1 trailer","S","on SR","unk",0,0,"V1 int. lanes ","V3 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",6/12/2000,600,926612264," other viol. ","clear","day ","dry","constr.","none","sideswipe",3,"pickup","S","on SR","unk",0,0," n/a  n/a ","V2 int. lanes "," n/a  n/a "," n/a  n/a "," speed  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.670","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",6/12/2000,700,926610714," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"semi w/2 trailers","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," lane change "," imp. unk  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.670","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",6/12/2000,700,926610714," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.160","D","F","J","Z",5,4,"UI","H"," n/a ","S","mon",6/12/2000,715,926612264," speeding ","clear","day ","dry","constr.","none","rearend",2,"semi w/1 trailer","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.160","D","F","J","Z",5,4,"UI","H"," n/a ","S","mon",6/12/2000,715,926612264," speeding ","clear","day ","dry","constr.","none","rearend",2,"car","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R012.700","D","F","J","Z",4,3,"RO","H"," n/a ","S","tue",6/13/2000,650,926612264," other viol. ","clear","day ","dry","constr.","none","sideswipe",2,"semi w/2 trailers","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R012.700","D","F","J","Z",4,3,"RO","H"," n/a ","S","tue",6/13/2000,650,926612264," other viol. ","clear","day ","dry","constr.","none","sideswipe",2,"car","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.220","D","F","J","Z",5,4,"UI","H"," n/a ","N","tue",6/13/2000,712,926612264," other viol. ","clear","day ","dry","constr.","none","sideswipe",2,"car","N","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.220","D","F","J","Z",5,4,"UI","H"," n/a ","N","tue",6/13/2000,712,926612264," other viol. ","clear","day ","dry","constr.","none","sideswipe",2,"semi w/2 trailers","N","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.520","D","F","J","Z",5,5,"UI","H"," n/a ","S","wed",6/14/2000,455,926612476," other viol. ","clear","dark","dry","constr.","none","sideswipe",2,"car","S","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," lane change ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.520","D","F","J","Z",5,5,"UI","H"," n/a ","S","wed",6/14/2000,455,926612476," other viol. ","clear","dark","dry","constr.","none","sideswipe",2,"pickup","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," slowing, stopping ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.120","D","F","J","Z",5,4,"UI","H"," n/a ","S","thu",6/15/2000,615,926613900," speeding ","clear","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.120","D","F","J","Z",5,4,"UI","H"," n/a ","S","thu",6/15/2000,615,926613900," speeding ","clear","day ","dry","normal","none","rearend",2,"car","W","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.261","D","F","J","N",3,3,"UI","R",4,"S","thu",6/15/2000,1345,390001663," other viol. ","clear","day ","dry","normal","cont. works","t-bone",2,"pickup","E","not on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," straight ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R016.261","D","F","J","N",3,3,"UI","R",4,"S","thu",6/15/2000,1345,390001663," other viol. ","clear","day ","dry","normal","cont. works","t-bone",2,"car","W","not on SR","unk",0,0,"V1 beyond median "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," left turn ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R016.709","D","F","K","Z",3,3,"UI","R",4,"S","fri",6/16/2000,553,390001663," other viol. ","clear","dusk/dawn","dry","normal","cont. works","sideswipe",2,"car","S","on SR","unk",0,0,"V2 beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unf. w/rd unk "," left turn ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R016.709","D","F","K","Z",3,3,"UI","R",4,"S","fri",6/16/2000,553,390001663," other viol. ","clear","dusk/dawn","dry","normal","cont. works","sideswipe",2,"car","S","on SR","unk",0,1,"V1 beyond shoulder drivers left "," dike or curb  beyond shoulder drivers left "," traffic sign/signpost  beyond shoulder drivers left "," n/a  n/a "," none  unk "," left turn ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.020","D","F","J","Z",5,4,"UI","H"," n/a ","S","fri",6/16/2000,705,926612723," speeding ","clear","day ","dry","normal","none","rearend",4,"bus","S","on SR","unk",0,0,"V4 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.020","D","F","J","Z",5,4,"UI","H"," n/a ","S","fri",6/16/2000,705,926612723," speeding ","clear","day ","dry","normal","none","rearend",4,"car","W","on SR","unk",0,0," n/a  n/a ","V4 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.020","D","F","J","Z",5,4,"UI","H"," n/a ","S","fri",6/16/2000,705,926612723," speeding ","clear","day ","dry","normal","none","rearend",4,"car","S","on SR","unk",0,0," n/a  n/a ","V4 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.020","D","F","J","Z",5,4,"UI","H"," n/a ","S","fri",6/16/2000,705,926612723," speeding ","clear","day ","dry","normal","none","rearend",4,"semi","S","on SR","unk",0,0,"V1 right lane ","V3 int. lanes ","V2 int. lanes "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,735,926613900," speeding ","clear","day ","dry","normal","none","rearend",2,"semi w/1 trailer","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.850","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,735,926613900," speeding ","clear","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," slowing, stopping ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.770","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,745,926612723," speeding ","clear","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.770","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,745,926612723," speeding ","clear","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,1,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.810","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,945,926610714," other viol. ","clear","day ","dry","normal","none","other",7,"semi w/1 trailer","S","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," other  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.810","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,945,926610714," other viol. ","clear","day ","dry","normal","none","other",7,"car","S","on SR","unk",0,0,"V8 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.810","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,945,926610714," other viol. ","clear","day ","dry","normal","none","other",7,"pickup","S","on SR","unk",0,0," n/a  n/a ","V8 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.810","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,945,926610714," other viol. ","clear","day ","dry","normal","none","other",7,"car","S","on SR","unk",0,0," n/a  n/a ","V8 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.810","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,945,926610714," other viol. ","clear","day ","dry","normal","none","other",7,"car","S","on SR","unk",0,0," n/a  n/a ","V8 left lane "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.810","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,945,926610714," other viol. ","clear","day ","dry","normal","none","other",7,"pickup","S","on SR","unk",0,0," n/a  n/a ","V8 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.810","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,945,926610714," other viol. ","clear","day ","dry","normal","none","other",7,"car","S","on SR","unk",0,0," n/a  n/a ","V8 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.810","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",6/16/2000,945,926610714," other viol. ","clear","day ","dry","normal","none","other",7,"spilled load","unk","on SR","unk",0,0,"V2 int. lanes ","V3 int. lanes ","V4 int. lanes ","V5 left lane "," unk  unk "," other ","unk",,,,,,,,,,,,,,,
10,5,"SJ","R015.000","D","F","J","N",3,3,"UI","H"," n/a ","S","sun",6/18/2000,1345,926514546," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.000","D","F","J","N",3,3,"UI","H"," n/a ","S","sun",6/18/2000,1345,926514546," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"pickup w/trailer","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R020.900","D","F","J","Z",3,3,"UO","H"," n/a ","N","tue",6/20/2000,412,926514466," dui ","clear","dark w/lights","dry","normal","none","sideswipe",2,"car","N","on SR","unk",0,0,"V2 left lane "," rollover  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," lane change ","dui unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R020.900","D","F","J","Z",3,3,"UO","H"," n/a ","N","tue",6/20/2000,412,926514466," dui ","clear","dark w/lights","dry","normal","none","sideswipe",2,"pickup w/trailer","N","on SR","unk",0,2,"V1 int. lanes "," call box  beyond shoulder driver's right "," rollover  beyond shoulder driver's right "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R020.900","D","F","J","Z",3,3,"UO","H"," n/a ","N","tue",6/20/2000,412,926514466," dui ","clear","dark w/lights","dry","normal","none","sideswipe",2," n/a "," n/a "," n/a ","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," n/a ","unk",,,,,,,,,,,,,,,
10,5,"SJ","R016.262","D","F","J","N",3,3,"UI","R",1,"N","wed",6/21/2000,1655,926513843," speeding ","clear","day ","dry","normal","cont. works","rearend",2,"car","N","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.262","D","F","J","N",3,3,"UI","R",1,"N","wed",6/21/2000,1655,926513843," speeding ","clear","day ","dry","normal","cont. works","rearend",2,"car","N","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.400","D","F","J","N",3,3,"UI","H"," n/a ","S","sat",6/24/2000,330,926513762," other viol. ","clear","dark","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change "," imp. unk  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.400","D","F","J","N",3,3,"UI","H"," n/a ","S","sat",6/24/2000,330,926513762," other viol. ","clear","dark","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.710","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",6/26/2000,640,926612526," speeding ","clear","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.710","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",6/26/2000,640,926612526," speeding ","clear","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.890","D","F","Q","G",5,5,"UI","H"," n/a ","N","mon",6/26/2000,2227,926613862," dui ","clear","dark","dry","normal","none","sideswipe",2,"car","N","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," straight ","dui unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.890","D","F","Q","G",5,5,"UI","H"," n/a ","N","mon",6/26/2000,2227,926613862," dui ","clear","dark","dry","normal","none","sideswipe",2,"pickup","N","on SR","unk",0,1,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R012.870","D","F","J","Z",5,3,"RO","H"," n/a ","S","tue",6/27/2000,900,926612723," speeding ","clear","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R012.870","D","F","J","Z",5,3,"RO","H"," n/a ","S","tue",6/27/2000,900,926612723," speeding ","clear","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.460","D","F","J","Z",5,5,"UI","H"," n/a ","S","wed",6/28/2000,420,926614109," tailgating ","clear","dark","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.460","D","F","J","Z",5,5,"UI","H"," n/a ","S","wed",6/28/2000,420,926614109," tailgating ","clear","dark","dry","normal","none","rearend",2,"pickup","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.930","D","F","J","Z",5,5,"UI","H"," n/a ","S","wed",6/28/2000,650,926612723," speeding ","clear","day ","dry","normal","none","rearend",3,"car","S","on SR","unk",0,1," n/a  n/a ","V2 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.930","D","F","J","Z",5,5,"UI","H"," n/a ","S","wed",6/28/2000,650,926612723," speeding ","clear","day ","dry","normal","none","rearend",3,"pickup","S","on SR","unk",0,1,"V3 int. lanes ","V1 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.930","D","F","J","Z",5,5,"UI","H"," n/a ","S","wed",6/28/2000,650,926612723," speeding ","clear","day ","dry","normal","none","rearend",3,"pickup","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.690","D","F","K","Z",3,3,"UI","H"," n/a ","S","thu",6/29/2000,520,926512888," imp turn ","clear","day ","dry","normal","none","hit obj.",1,"car","S","on SR","unk",0,2," trees  beyond median "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R016.709","D","F","K","Z",3,3,"UI","R",4,"S","wed",7/5/2000,1250,390006303," imp turn ","clear","day ","dry","normal","cont. works","sideswipe",2,"car","S","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," left turn ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R016.709","D","F","K","Z",3,3,"UI","R",4,"S","wed",7/5/2000,1250,390006303," imp turn ","clear","day ","dry","normal","cont. works","sideswipe",2,"car","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," left turn ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R021.520","D","F","J","Z",3,3,"UO","H"," n/a ","S","fri",7/7/2000,1730,926514292," other than driver ","clear","day ","dry","normal","none","hit obj.",1,"car","S","on SR","unk",0,0," other obj. on rd.  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," wind  none "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.420","D","F","J","Z",4,4,"UI","H"," n/a ","S","sun",7/9/2000,1920,926613746," speeding ","clear","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.420","D","F","J","Z",4,4,"UI","H"," n/a ","S","sun",7/9/2000,1920,926613746," speeding ","clear","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R021.580","D","F","J","Z",3,3,"UO","H"," n/a ","N","tue",7/11/2000,46,926512888," speeding ","clear","dark w/lights","dry","normal","none","rearend",2,"car","N","on SR","unk",0,1,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R021.580","D","F","J","Z",3,3,"UO","H"," n/a ","N","tue",7/11/2000,46,926512888," speeding ","clear","dark w/lights","dry","normal","none","rearend",2,"car","N","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R021.580","D","F","J","Z",3,3,"UO","H"," n/a ","N","tue",7/11/2000,47,926512888," speeding ","clear","dark w/lights","dry","normal","none","rearend",2,"car","N","on SR","unk",1,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," previous collision  unk "," other ","no drinking  unk ",1,,,1,,,,,,,,,,,
10,5,"SJ","R021.580","D","F","J","Z",3,3,"UO","H"," n/a ","N","tue",7/11/2000,47,926512888," speeding ","clear","dark w/lights","dry","normal","none","rearend",2,"semi w/1 trailer","N","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.290","D","F","J","Z",5,4,"UI","H"," n/a ","S","wed",7/12/2000,744,926613900," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"semi w/2 trailers","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  uninvolved veh. "," lane change ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.290","D","F","J","Z",5,4,"UI","H"," n/a ","S","wed",7/12/2000,744,926613900," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"semi w/1 trailer","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.760","D","F","J","Z",5,5,"UI","H"," n/a ","S","wed",7/12/2000,1245,926613217," speeding ","clear","day ","dry","constr.","none","rearend",3,"car","S","on SR","unk",0,1,"V2 int. lanes ","V3 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.760","D","F","J","Z",5,5,"UI","H"," n/a ","S","wed",7/12/2000,1245,926613217," speeding ","clear","day ","dry","constr.","none","rearend",3,"semi","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.760","D","F","J","Z",5,5,"UI","H"," n/a ","S","wed",7/12/2000,1245,926613217," speeding ","clear","day ","dry","constr.","none","rearend",3,"car","S","on SR","unk",0,0," n/a  n/a ","V1 int. lanes "," n/a  n/a "," n/a  n/a "," speed  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.580","D","F","Q","G",3,4,"UI","H"," n/a ","N","fri",7/14/2000,520,926509665," other viol. ","clear","dusk/dawn","dry","constr.","cont. works","hit obj.",1,"emerg. veh.","N","on SR","unk",0,0," side of bridge  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," backing ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.338","D","F","J","Z",4,4,"UI","R",2,"S","fri",7/14/2000,525,926514699," imp turn ","clear","dusk/dawn","dry","normal","none","hit obj.",1,"pickup","W","on SR","unk",0,0," guardrail  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.736","D","F","J","N",3,3,"UI","R",2,"S","fri",7/14/2000,1600,926513671," other viol. ","clear","day ","dry","normal","none","hit obj.",1,"semi w/2 trailers","S","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.736","D","F","J","N",3,3,"UI","R",2,"S","fri",7/14/2000,1600,926513671," other viol. ","clear","day ","dry","normal","none","hit obj.",1,"spilled load","unk","on SR","unk",0,0," guardrail  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," other ","unk",,,,,,,,,,,,,,,
10,5,"SJ","R020.610","D","F","J","Z",3,3,"UO","H"," n/a ","S","sat",7/15/2000,1940,926513205," other than driver ","clear","day ","dry","normal","none","other",1,"car","S","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
