,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","S D","Total Accidents","PDO","Injury","Fatal",,,,,,,,,,,
10,5,"SJ","R017.320",,,,,,,,"H"," n/a ","S"," sat ",6/30/2001,855,926513444," imp turn "," clear "," day "," dry "," normal ","D"," sideswipe ",3," car ","N"," on sr "," unk ",0,1," n/a  n/a ","V3 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.320",,,,,,,,"H"," n/a ","S"," sat ",6/30/2001,855,926513444," imp turn "," clear "," day "," dry "," normal ","D"," sideswipe ",3," car ","S"," on sr "," unk ",0,2,"V1 beyond median or stripe  left ","V2 beyond median or stripe  left "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.320",,,,,,,,"H"," n/a ","N"," tue ",8/21/2001,2205,926514956," other viol. "," clear "," dark "," dry "," normal ","D"," sideswipe ",2," car ","N"," n/a "," cell not used ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," changing lanes ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.320",,,,,,,,"H"," n/a ","N"," tue ",8/21/2001,2205,926514956," other viol. "," clear "," dark "," dry "," normal ","D"," sideswipe ",2," car ","N"," n/a "," cell not used ",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.510",,,,,,,,"H"," n/a ","S"," sun ",3/11/2001,1630,926514749," dui "," clear "," day "," dry "," normal ","D"," rear-end ",2," motorcycle ","S"," on sr "," unk ",0,1,"V2 right lane "," rollover  int. lanes "," n/a  n/a "," n/a  n/a "," speeding  unk "," changing lanes ","B unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.510",,,,,,,,"H"," n/a ","S"," sun ",3/11/2001,1630,926514749," dui "," clear "," day "," dry "," normal ","D"," rear-end ",2," pickup ","S"," on sr "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.630",,,,,,,,"H"," n/a ","S"," wed ",1/3/2001,1755,926514570," other viol. "," clear "," dark w/light "," dry "," normal ","D"," sideswipe ",2," semi w/trailer ","S"," on sr "," unk ",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","G unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.630",,,,,,,,"H"," n/a ","S"," wed ",1/3/2001,1755,926514570," other viol. "," clear "," dark w/light "," dry "," normal ","D"," sideswipe ",2," car ","S"," on sr "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.630",,,,,,,,"H"," n/a ","N"," fri ",2/23/2001,1520,926514570," other viol. "," clear "," day "," dry "," normal ","D"," sideswipe ",2," car ","N"," on sr "," unk ",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","G unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.630",,,,,,,,"H"," n/a ","N"," fri ",2/23/2001,1520,926514570," other viol. "," clear "," day "," dry "," normal ","D"," sideswipe ",2," car ","N"," on sr "," unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.650",,,,,,,,"H"," n/a ","N"," tue ",11/6/2001,1022,926513955," other viol. "," clear "," day "," dry "," normal ","D"," rollover ",2," car ","N"," on sr "," cell not used ",0,1," rollover  beyond shoulder drivers left  "," no obj. involved  beyond median or stripe  left "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.650",,,,,,,,"H"," n/a ","N"," tue ",11/6/2001,1022,926513955," other viol. "," clear "," day "," dry "," normal ","D"," rollover ",2," pickup ","N"," on sr "," cell unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","G unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.769",,,,,,,,"R",1,"S"," tue ",6/5/2001,1700,926513205," speeding "," clear "," day "," dry "," normal ","D"," rear-end ",2," car ","S"," on sr "," cell not used ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," unk I",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.769",,,,,,,,"R",1,"S"," tue ",6/5/2001,1700,926513205," speeding "," clear "," day "," dry "," normal ","D"," rear-end ",2," car ","S"," on sr "," cell not used ",0,1,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.770",,,,,,,,"R",2,"N"," tue ",3/13/2001,845,926515006," speeding "," clear "," day "," dry "," normal ","D"," rollover ",1," constr. equip. ","W"," not on sr. "," unk ",0,0," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.850",,,,,,,,"H"," n/a ","N"," mon ",1/22/2001,1340,926513444," other viol. "," clear "," day "," dry "," normal ","D"," rollover ",2," car ","N"," on sr "," unk ",0,1," rollover  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.850",,,,,,,,"H"," n/a ","N"," mon ",1/22/2001,1340,926513444," other viol. "," clear "," day "," dry "," normal ","D"," rollover ",2," car ","N"," on sr "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","G unk ",,,,,,,,,,,,,,,
10,5,"SJ","R017.940",,,,,,,,"H"," n/a ","N"," thur ",5/17/2001,730,926513647," imp turn "," clear "," day "," dry "," normal ","D"," rollover ",1," car ","S"," on sr "," cell not used ",0,1," rollover  beyond shoulder drivers left  "," no obj. involved  beyond median or stripe  left "," n/a  n/a "," n/a  n/a "," other  unk "," other ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.950",,,,,,,,"H"," n/a ","N"," fri ",5/25/2001,2350,926514954," sleeping "," clear "," dark "," dry "," normal ","D"," rollover ",1," pickup ","N"," on sr "," cell not used ",0,1," rollover  int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","AI",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.950",,,,,,,,"H"," n/a ","N"," fri ",8/31/2001,2003,926513238," other viol. "," clear "," dark "," dry "," obstr. on rd. ","D"," sideswipe ",2," car ","N"," on sr "," cell not used ",0,1,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R017.950",,,,,,,,"H"," n/a ","N"," fri ",8/31/2001,2003,926513238," other viol. "," clear "," dark "," dry "," obstr. on rd. ","D"," sideswipe ",2," semi w/trailer ","N"," on sr "," cell unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","G unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.150",,,,,,,,"H"," n/a ","N"," mon ",5/21/2001,612,926514180," imp turn "," clear "," day "," dry "," normal ","D"," hit obj. ",1," car ","N"," on sr "," cell not used ",2,4," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," utility pole  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," none  unk "," ran off road "," unk I",1,,,1,,,,,,,,,,,
10,5,"SJ","R018.200",,,,,,,,"H"," n/a ","N"," sat ",12/1/2001,2225,926512888," other viol. "," cloudy "," dark "," wet "," normal ","D"," sideswipe ",2," pickup ","N"," on sr "," cell not used ",0,5,"V2 right lane "," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," none  unk "," changing lanes ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R018.200",,,,,,,,"H"," n/a ","N"," sat ",12/1/2001,2225,926512888," other viol. "," cloudy "," dark "," wet "," normal ","D"," sideswipe ",2," car ","N"," on sr "," cell not used ",0,1,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.350",,,,,,,,"H"," n/a ","N"," fri ",11/9/2001,840,926509693," speeding "," clear "," day "," dry "," normal ","D"," rear-end ",2," car ","N"," on sr "," cell unk ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R018.350",,,,,,,,"H"," n/a ","N"," fri ",11/9/2001,840,926509693," speeding "," clear "," day "," dry "," normal ","D"," rear-end ",2," car ","N"," on sr "," cell unk ",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.360",,,,,,,,"H"," n/a ","N"," fri ",11/9/2001,835,926509277," speeding "," clear "," day "," dry "," normal ","D"," rear-end ",3," pickup ","N"," on sr "," cell not used ",0,1," n/a  n/a ","V2 left lane "," n/a  n/a "," n/a  n/a "," previous collision  unk "," stopped ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R018.360",,,,,,,,"H"," n/a ","N"," fri ",11/9/2001,835,926509277," speeding "," clear "," day "," dry "," normal ","D"," rear-end ",3," car ","N"," on sr "," cell unk ",0,0,"V3 left lane ","V1 left lane "," n/a  n/a "," n/a  n/a "," previous collision  unk "," stopped ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.360",,,,,,,,"H"," n/a ","N"," fri ",11/9/2001,835,926509277," speeding "," clear "," day "," dry "," normal ","D"," rear-end ",3," car ","N"," on sr "," cell not used ",0,1,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," previous collision  unk "," slowing, stopping ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.510",,,,,,,,"H"," n/a ","S"," sun ",10/14/2001,1900,926515006," dui "," clear "," dark "," dry "," normal ","D"," rear-end ",2," pickup ","S"," on sr "," cell not used ",0,4,"V2 right lane "," rollover  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," oth. viol.  unk "," changing lanes ","B unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R018.510",,,,,,,,"H"," n/a ","S"," sun ",10/14/2001,1900,926515006," dui "," clear "," dark "," dry "," normal ","D"," rear-end ",2," pickup ","S"," on sr "," cell not used ",0,1,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","B unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.580",,,,,,,,"H"," n/a ","N"," sat ",2/24/2001,450,926512888," imp turn "," rain "," dark "," wet "," normal ","D"," hit obj. ",1," car ","N"," on sr "," unk ",0,0," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," wind  none "," ran off road ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R018.580",,,,,,,,"H"," n/a ","S"," mon ",3/19/2001,1110,926513238," other viol. "," clear "," day "," dry "," normal ","D"," t-bone ",2," pickup w/trailer ","S"," on sr "," unk ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speeding  unk "," changing lanes ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R018.580",,,,,,,,"H"," n/a ","S"," mon ",3/19/2001,1110,926513238," other viol. "," clear "," day "," dry "," normal ","D"," t-bone ",2," car ","S"," on sr "," unk ",0,0,"V1 left lane "," rollover  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.670",,,,,,,,"H"," n/a ","N"," sat ",10/13/2001,534,926509277," imp turn "," clear "," dusk/dawn "," dry "," normal ","D"," rollover ",1," car ","N"," on sr "," cell not used ",0,0," rollover  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R018.830",,,,,,,,"H"," n/a ","S"," mon ",3/19/2001,1230,926510999," other viol. "," clear "," day "," dry "," normal ","D"," other ",4," semi w/trailer ","S"," on sr "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes ","G unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R018.830",,,,,,,,"H"," n/a ","S"," mon ",3/19/2001,1230,926510999," other viol. "," clear "," day "," dry "," normal ","D"," other ",4," car ","S"," on sr "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.830",,,,,,,,"H"," n/a ","S"," mon ",3/19/2001,1230,926510999," other viol. "," clear "," day "," dry "," normal ","D"," other ",4," car ","S"," on sr "," unk ",0,0," no obj. involved  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.830",,,,,,,,"H"," n/a ","S"," mon ",3/19/2001,1230,926510999," other viol. "," clear "," day "," dry "," normal ","D"," other ",4," emerg. veh. ","S"," on sr "," unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk ","parked "," unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.830",,,,,,,,"H"," n/a ","S"," fri ",9/28/2001,1809,926513711," imp turn "," clear "," day "," dry "," normal ","D"," t-bone ",2," car ","S"," on sr "," cell not used ",0,1,"V2 beyond median or stripe  left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," other ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R018.830",,,,,,,,"H"," n/a ","S"," fri ",9/28/2001,1809,926513711," imp turn "," clear "," day "," dry "," normal ","D"," t-bone ",2," car ","N"," on sr "," cell unk ",0,1,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R018.880",,,,,,,,"H"," n/a ","N"," tue ",5/22/2001,1747,926513205," imp turn "," clear "," day "," dry "," normal ","D"," rollover ",1," car ","N"," on sr "," cell not used ",0,0," rollover  beyond shoulder drivers left  "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R019.060",,,,,,,,"H"," n/a ","N"," sun ",10/21/2001,1305,926509277," not driver "," clear "," day "," dry "," normal ","D"," other ",1," semi w/trailer ","N"," on sr "," cell unk ",0,0," no obj. involved  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," def. veh. equip.  unk "," ran off road ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R019.160",,,,,,,,"H"," n/a ","N"," mon ",7/30/2001,630,926513238," other viol. "," wind "," day "," dry "," normal ","D"," other ",2," pickup ","N"," on sr "," cell unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," wind  none "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R019.160",,,,,,,,"H"," n/a ","N"," mon ",7/30/2001,630,926513238," other viol. "," wind "," day "," dry "," normal ","D"," other ",2," car ","N"," on sr "," cell unk ",0,0,"V3 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R019.160",,,,,,,,"H"," n/a ","N"," mon ",7/30/2001,630,926513238," other viol. "," wind "," day "," dry "," normal ","D"," other ",2," spilled load "," unk "," on sr "," unk ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk "," other "," unk ",,,,,,,,,,,,,,,
10,5,"SJ","R019.260",,,,,,,,"H"," n/a ","S"," wed ",5/30/2001,1320,926514180," other viol. "," clear "," day "," dry "," normal ","D"," hit obj. ",2," car ","S"," on sr "," cell not used ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," changing lanes "," unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R019.260",,,,,,,,"H"," n/a ","S"," wed ",5/30/2001,1320,926514180," other viol. "," clear "," day "," dry "," normal ","D"," hit obj. ",2," car ","S"," on sr "," cell not used ",0,1," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," fence  beyond shoulder drivers right "," n/a  n/a "," none  unk "," straight "," unk ",,,,,,,,,,,,,,,
10,5,"SJ","R019.280",,,,,,,,"H"," n/a ","N"," mon ",7/23/2001,2225,926512888," other viol. "," clear "," dark w/light "," dry "," normal ","D"," sideswipe ",2," car ","N"," on sr "," unk ",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," other ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R019.280",,,,,,,,"H"," n/a ","N"," mon ",7/23/2001,2225,926512888," other viol. "," clear "," dark w/light "," dry "," normal ","D"," sideswipe ",2," car ","N"," on sr "," unk ",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R019.320",,,,,,,,"H"," n/a ","N"," sat ",11/24/2001,845,926509277," speeding "," rain "," day "," wet "," normal ","D"," hit obj. ",1," pickup ","N"," on sr "," cell unk ",0,1," dike or curb  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," n/a  n/a "," none  unk "," ran off road ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R019.392",,,,,,,,"R",1,"N"," wed ",9/5/2001,655,926509277," speeding "," clear "," day "," dry "," normal ","A"," rear-end ",2," semi ","N"," on sr "," cell unk ",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R019.392",,,,,,,,"R",1,"N"," wed ",9/5/2001,655,926509277," speeding "," clear "," day "," dry "," normal ","A"," rear-end ",2," semi w/trailer ","N"," on sr "," cell unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," slowing, stopping ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R019.450",,,,,,,,"H"," n/a ","N"," thur ",3/22/2001,350,926513879," dui "," cloudy "," dark "," dry "," normal ","D"," hit obj. ",1," car ","N"," on sr "," unk ",0,3," dike or curb  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," n/a  n/a "," imp. turn  unk "," other ","B unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R019.710",,,,,,,,"H"," n/a ","S"," thur ",1/18/2001,2055,926515279," imp turn "," clear "," dark "," dry "," normal ","D"," hit obj. ",1," car ","S"," on sr "," unk ",0,0," dike or curb  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," ran off road ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R019.710",,,,,,,,"H"," n/a ","N"," sun ",12/16/2001,352,926514881," speeding "," clear "," dark "," dry "," normal ","D"," rear-end ",2," car ","N"," on sr "," cell not used ",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," tailgating  previous collision "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R019.710",,,,,,,,"H"," n/a ","N"," sun ",12/16/2001,352,926514881," speeding "," clear "," dark "," dry "," normal ","D"," rear-end ",2," pickup ","N"," on sr "," cell unk ",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," previous collision  unk "," slowing, stopping ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R019.910",,,,,,,,"H"," n/a ","N"," sat ",6/23/2001,1448,926513205," imp turn "," clear "," day "," dry "," normal ","D"," sideswipe ",2," semi w/2 trailers ","N"," on sr "," cell unk ",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R019.910",,,,,,,,"H"," n/a ","N"," sat ",6/23/2001,1448,926513205," imp turn "," clear "," day "," dry "," normal ","D"," sideswipe ",2," car ","N"," on sr "," cell unk ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," merging ","A unk ",,,,,,,,,,,,,,,
10,5,"SJ","R020.000",,,,,,,,"H"," n/a ","N"," sun ",12/30/2001,2030,926514248," other viol. "," rain "," dark "," wet "," normal ","D"," sideswipe ",2," car ","N"," on sr "," cell not used ",0,0,"V2 int. lanes "," call box  beyond shoulder drivers right "," over embankment  beyond shoulder drivers right "," rollover  beyond shoulder drivers right "," none  unk "," straight ","G unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R020.000",,,,,,,,"H"," n/a ","N"," sun ",12/30/2001,2030,926514248," other viol. "," rain "," dark "," wet "," normal ","D"," sideswipe ",2," car ","N"," on sr "," cell phone ",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","G unk ",,,,,,,,,,,,,,,
10,5,"SJ","R020.060",,,,,,,,"H"," n/a ","N"," mon ",4/30/2001,1200,926513238," not driver "," clear "," day "," dry "," normal ","D"," hit obj. ",1," semi w/trailer ","N"," on sr "," cell unk ",0,0," other obj. on rd.  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R020.340",,,,,,,,"H"," n/a ","N"," sat ",6/2/2001,1940,926513205," imp turn "," clear "," day "," dry "," normal ","D"," hit obj. ",1," car ","N"," on sr "," cell not used ",0,1," dike or curb  beyond shoulder drivers right "," ditch  beyond shoulder drivers right "," n/a  n/a "," n/a  n/a "," wind  uninvolved veh. "," straight ","A unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R020.450",,,,,,,,"H"," n/a ","N"," tue ",8/21/2001,1115,926513515," other viol. "," clear "," day "," unk "," normal ","D"," other ",2," semi w/trailer ","N"," on sr "," cell unk ",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","A unk ",1,1,,,,,,,,,,,,,
